Picture Path,Label,width,height,Luminance,RGB,LBP
./Multi-class Weather Dataset/Cloudy/cloudy159.jpg,Nuageux,243,162,0.07704848642234703,"[157.5171345816686, 157.71529266023535, 158.92211861792808]","[74, 1021, 276, 6390, 8077, 32413, 2831, 5319, 60425, 1812]"
./Multi-class Weather Dataset/Rain/rain132.jpg,Pluvieux,550,383,0.15766349267521443,"[77.79080108054544, 86.39912801969015, 89.39453151340633]","[4253, 8004, 6656, 15747, 22688, 19420, 11337, 8646, 9225, 12662]"
./Multi-class Weather Dataset/Cloudy/cloudy2.jpg,Nuageux,400,300,0.1686604650906157,"[147.6927828773243, 157.87834950779893, 171.28245403032756]","[802, 3006, 2498, 15662, 33001, 31036, 10103, 6266, 10824, 5440]"
./Multi-class Weather Dataset/Sunrise/sunrise9.jpg,Lever du soleil,275,183,0.1934307982007719,"[152.01449538196024, 118.67499422481625, 102.70417263282]","[528, 4197, 1567, 10860, 30588, 37982, 6949, 7248, 13499, 5220]"
./Multi-class Weather Dataset/Shine/shine114.jpg,Ensoleillé,259,194,0.1760009771831507,"[128.9647696669701, 171.3170862992886, 187.10969098881682]","[726, 6066, 2133, 12447, 32187, 29857, 6372, 10182, 13494, 5174]"
./Multi-class Weather Dataset/Shine/shine121.jpg,Ensoleillé,1920,1080,0.23550924066348705,"[97.3638610731806, 133.83016672830374, 189.28087879463158]","[373, 1106, 503, 11304, 4400, 30345, 8462, 3847, 56585, 1713]"
./Multi-class Weather Dataset/Cloudy/cloudy54.jpg,Nuageux,259,194,0.19603900728232693,"[118.38972336013757, 119.8497412427932, 119.73816251959742]","[242, 1382, 751, 12801, 12158, 33764, 5631, 9599, 40209, 2101]"
./Multi-class Weather Dataset/Cloudy/cloudy200.jpg,Nuageux,283,177,0.132641970669887,"[85.06327714744643, 87.46377873236231, 88.19756831179723]","[159, 1601, 590, 11193, 26076, 40683, 7414, 7301, 21124, 2497]"
./Multi-class Weather Dataset/Shine/shine229.jpg,Ensoleillé,221,166,0.19193163703021884,"[76.36896878529645, 103.08609663034821, 136.9291758990585]","[260, 1913, 1128, 12770, 27844, 31845, 6421, 7030, 26772, 2655]"
./Multi-class Weather Dataset/Sunrise/sunrise233.jpg,Lever du soleil,227,151,0.14303858614938197,"[134.60014889701233, 95.87272535465029, 54.79384240294004]","[683, 3977, 2651, 13912, 41204, 30878, 7948, 6217, 6878, 4290]"
./Multi-class Weather Dataset/Rain/rain206.jpg,Pluvieux,275,183,0.22933501975962306,"[129.20811454145172, 120.53137386682597, 120.0166943638421]","[2789, 7610, 6248, 17308, 34838, 21079, 9025, 7287, 4861, 7593]"
./Multi-class Weather Dataset/Rain/rain76.jpg,Pluvieux,650,487,0.09548349600377129,"[151.31220919941333, 149.74111263755077, 151.1255514411487]","[5943, 9112, 9485, 16100, 20012, 15924, 10880, 9174, 8384, 13624]"
./Multi-class Weather Dataset/Sunrise/sunrise179.jpg,Lever du soleil,284,177,0.22650959029941084,"[225.55161144089584, 165.5067555821069, 104.03552636881733]","[349, 2283, 864, 12878, 26851, 40219, 8944, 9087, 14086, 3077]"
./Multi-class Weather Dataset/Cloudy/cloudy261.jpg,Nuageux,206,152,0.16755343884774912,"[132.7355247686239, 140.7906510047898, 142.75295897499115]","[346, 2198, 1570, 12818, 41634, 35943, 8082, 5530, 7739, 2778]"
./Multi-class Weather Dataset/Sunrise/sunrise167.jpg,Lever du soleil,2560,1600,0.20640206897555904,"[90.95265142834715, 69.02134243191473, 66.2102603811068]","[8133, 8640, 6215, 11712, 17812, 15856, 8782, 10148, 13759, 17581]"
./Multi-class Weather Dataset/Sunrise/sunrise103.jpg,Lever du soleil,275,183,0.139369465006878,"[119.77964269458353, 49.451678899256564, 46.89613895052597]","[427, 3147, 693, 7798, 12071, 26683, 3303, 7258, 52323, 4935]"
./Multi-class Weather Dataset/Shine/shine19.jpg,Ensoleillé,286,176,0.19465507411978902,"[150.36723886423405, 177.87131902826243, 226.94968939125744]","[431, 3041, 1079, 12405, 17318, 34078, 6895, 9778, 29180, 4433]"
./Multi-class Weather Dataset/Cloudy/cloudy286.jpg,Nuageux,229,173,0.2349936583858545,"[150.15551163913543, 154.37155118801522, 149.75163516063571]","[452, 2980, 1603, 12812, 31756, 36773, 8714, 7932, 12324, 3292]"
./Multi-class Weather Dataset/Sunrise/sunrise158.jpg,Lever du soleil,275,183,0.1445699904588364,"[167.61567926828883, 138.67534603689376, 107.22418838583549]","[637, 2201, 816, 12547, 9202, 28847, 3561, 10823, 46668, 3336]"
./Multi-class Weather Dataset/Rain/rain162.jpg,Pluvieux,480,360,0.33876766583318696,"[97.59811161369039, 97.59811161369039, 97.59811161369039]","[6019, 6771, 5601, 12236, 21493, 16295, 7742, 7178, 23052, 12251]"
./Multi-class Weather Dataset/Cloudy/cloudy96.jpg,Nuageux,299,168,0.15006036359041863,"[178.63690751356015, 186.78342112666263, 201.83642677725518]","[529, 2585, 2012, 13802, 36705, 35636, 8559, 5751, 9705, 3354]"
./Multi-class Weather Dataset/Shine/shine127.jpg,Ensoleillé,284,177,0.23525136296034732,"[80.56441144094852, 125.7135198039414, 178.9649333081517]","[505, 2115, 1546, 14247, 22919, 33548, 7241, 8322, 25300, 2895]"
./Multi-class Weather Dataset/Sunrise/sunrise160.jpg,Lever du soleil,275,183,0.16341393103622143,"[119.44140605244526, 92.83595932979948, 52.38341652363703]","[578, 2122, 1307, 9729, 12999, 43864, 4994, 6411, 33123, 3511]"
./Multi-class Weather Dataset/Rain/rain32.jpg,Pluvieux,236,243,0.08481609041192512,"[161.2160564068848, 165.81753883136093, 173.0486553633743]","[2517, 6783, 6561, 18653, 29246, 22617, 11324, 7113, 5635, 8189]"
./Multi-class Weather Dataset/Shine/shine227.jpg,Ensoleillé,263,164,0.19260898872931081,"[160.8647470403665, 178.72622310094573, 202.89943050893262]","[699, 3241, 2409, 14793, 38151, 31595, 8189, 6244, 9389, 3928]"
./Multi-class Weather Dataset/Cloudy/cloudy113.jpg,Nuageux,259,194,0.21884035201599214,"[98.15602251570955, 139.41600597774323, 190.55965218247948]","[646, 2524, 2209, 13451, 30989, 29105, 6136, 5952, 24284, 3342]"
./Multi-class Weather Dataset/Sunrise/sunrise323.jpg,Lever du soleil,279,183,0.11742808054640791,"[148.77042666688791, 103.57636172511127, 42.56984123315253]","[213, 1994, 361, 10372, 9620, 36954, 4288, 8972, 42409, 3455]"
./Multi-class Weather Dataset/Shine/shine7.jpg,Ensoleillé,259,194,0.23281351668017666,"[126.13837465388409, 149.00666806535426, 160.20401182325645]","[892, 3658, 2317, 15287, 22977, 31090, 7797, 10150, 20034, 4436]"
./Multi-class Weather Dataset/Cloudy/cloudy226.jpg,Nuageux,231,174,0.10538221405025665,"[145.1414207505184, 150.13575520965037, 152.5196157046541]","[70, 1178, 333, 12499, 24037, 40824, 8029, 8932, 21124, 1612]"
./Multi-class Weather Dataset/Rain/rain164.jpg,Pluvieux,275,183,0.2451882211181829,"[143.45006217706384, 143.7787521177869, 144.90436084981204]","[1163, 4399, 3632, 15630, 36886, 29318, 8767, 5802, 7794, 5247]"
./Multi-class Weather Dataset/Sunrise/sunrise215.jpg,Lever du soleil,320,240,0.1620954183627786,"[129.91315276039296, 107.95766470929424, 138.35080408732867]","[2954, 7903, 5502, 15185, 28784, 20424, 10615, 8716, 8071, 10484]"
./Multi-class Weather Dataset/Sunrise/sunrise44.jpg,Lever du soleil,2560,1600,0.2364451604182421,"[130.17709429762175, 155.47946438166946, 156.03485484730862]","[4003, 7233, 5067, 13075, 23155, 22230, 9914, 9958, 11308, 12695]"
./Multi-class Weather Dataset/Rain/rain147.jpg,Pluvieux,680,365,0.08237466953746966,"[112.4833490982021, 118.4903206076468, 111.53122339596082]","[2800, 8444, 5681, 15140, 21038, 22365, 12363, 9318, 9912, 11577]"
./Multi-class Weather Dataset/Sunrise/sunrise127.jpg,Lever du soleil,300,168,0.2316670380601716,"[150.5875502052462, 116.59635940186745, 78.36231362685227]","[1007, 5125, 2928, 12612, 42341, 28895, 7297, 6375, 7072, 4986]"
./Multi-class Weather Dataset/Rain/rain203.jpg,Pluvieux,600,315,0.22179336993703272,"[103.53428058858671, 103.25208845000127, 102.73422587909228]","[6630, 12085, 8221, 13767, 21509, 13797, 8488, 11828, 8229, 14084]"
./Multi-class Weather Dataset/Cloudy/cloudy69.jpg,Nuageux,225,225,0.18445022951677542,"[72.69674556213018, 72.69674556213018, 72.69674556213018]","[559, 3404, 2000, 9705, 28062, 32688, 5370, 6500, 27305, 3045]"
./Multi-class Weather Dataset/Cloudy/cloudy174.jpg,Nuageux,225,178,0.14639458124614435,"[123.85710121072084, 140.87957793613765, 143.26044926319983]","[84, 1094, 475, 11566, 19686, 37854, 6942, 8552, 30919, 1466]"
./Multi-class Weather Dataset/Cloudy/cloudy87.jpg,Nuageux,299,168,0.14446513640008304,"[97.39168241177995, 106.08608425025076, 122.33371724805711]","[249, 1707, 970, 12781, 22444, 36234, 7707, 7849, 26186, 2511]"
./Multi-class Weather Dataset/Rain/rain54.jpg,Pluvieux,870,488,0.216957774002796,"[127.96554566201385, 125.09915025776944, 124.35132849640293]","[7256, 10998, 7470, 13401, 20058, 13768, 8490, 10964, 9873, 16360]"
./Multi-class Weather Dataset/Cloudy/cloudy109.jpg,Nuageux,851,377,0.2015518138315342,"[122.91370808678501, 163.3178561701352, 203.52765884982045]","[6308, 9558, 6174, 12524, 15976, 14326, 10296, 10842, 13943, 18691]"
./Multi-class Weather Dataset/Cloudy/cloudy30.jpg,Nuageux,550,412,0.10618311482165294,"[146.1258564656771, 151.3937690837885, 153.77258827799693]","[1000, 4291, 2017, 14402, 24681, 29157, 11742, 8527, 14685, 8136]"
./Multi-class Weather Dataset/Cloudy/cloudy52.jpg,Nuageux,259,194,0.18235710478083547,"[68.14408576404693, 83.09689734344181, 95.22635789913434]","[320, 2188, 1175, 10407, 33941, 42849, 7122, 5875, 11940, 2821]"
./Multi-class Weather Dataset/Sunrise/sunrise303.jpg,Lever du soleil,256,160,0.14549325731402674,"[95.06343996548324, 73.72725038562686, 47.8561144906143]","[253, 2454, 796, 8986, 22637, 49263, 6058, 6539, 18197, 3455]"
./Multi-class Weather Dataset/Shine/shine119.jpg,Ensoleillé,350,200,0.20978125776721124,"[91.23096362463966, 133.1552347661584, 180.6260516497665]","[522, 2483, 1517, 14298, 22424, 31347, 7539, 8667, 26051, 3790]"
./Multi-class Weather Dataset/Cloudy/cloudy146.jpg,Nuageux,800,377,0.1903069763556249,"[133.36938839157773, 145.10622021532942, 168.69428007889547]","[1314, 3819, 2962, 15665, 32156, 29125, 10206, 6877, 9940, 6574]"
./Multi-class Weather Dataset/Sunrise/sunrise193.jpg,Lever du soleil,259,194,0.19780246089556858,"[127.4683175526602, 102.44148823521975, 90.47533456554814]","[320, 2993, 1156, 10991, 18876, 45178, 6767, 8340, 19897, 4120]"
./Multi-class Weather Dataset/Sunrise/sunrise337.jpg,Lever du soleil,225,169,0.24740924405360437,"[166.5095158170232, 91.49850460934734, 22.917390671886327]","[530, 3394, 2095, 12664, 39289, 34075, 7847, 6151, 8762, 3831]"
./Multi-class Weather Dataset/Sunrise/sunrise52.jpg,Lever du soleil,281,180,0.258702877721114,"[198.22684589228368, 127.95636875015805, 62.592793933804934]","[610, 2697, 1613, 12238, 26138, 41095, 7504, 7625, 15883, 3235]"
./Multi-class Weather Dataset/Cloudy/cloudy224.jpg,Nuageux,241,151,0.2190572420777727,"[128.0241208418677, 131.76789144682775, 144.03351832359783]","[192, 1397, 840, 12478, 35729, 38748, 8360, 6466, 12412, 2016]"
./Multi-class Weather Dataset/Cloudy/cloudy284.jpg,Nuageux,323,170,0.14839452885318952,"[144.38321304224826, 147.29660797183448, 140.4397633847292]","[104, 1068, 477, 11187, 21800, 41903, 7134, 7736, 25591, 1638]"
./Multi-class Weather Dataset/Sunrise/sunrise191.jpg,Lever du soleil,400,300,0.1714813289764497,"[147.36250130386134, 122.76633540686795, 101.97415108091421]","[1598, 7109, 1661, 9614, 17957, 29509, 6725, 10836, 24721, 8908]"
./Multi-class Weather Dataset/Rain/rain64.jpg,Pluvieux,852,480,0.04456208250371692,"[97.88800423873464, 110.07336340379979, 149.13088719729345]","[7444, 10788, 9316, 13336, 15978, 12556, 10145, 11127, 11190, 16758]"
./Multi-class Weather Dataset/Sunrise/sunrise177.jpg,Lever du soleil,852,480,0.1399553805605832,"[188.95817634316154, 77.87663213146294, 8.090268361001534]","[3400, 3950, 2545, 7808, 7781, 22458, 5883, 6499, 50746, 7568]"
./Multi-class Weather Dataset/Shine/shine71.jpg,Ensoleillé,318,159,0.2140479341568452,"[147.091136745815, 185.44509248986412, 210.47851578962894]","[473, 2206, 1572, 14093, 29054, 32550, 7643, 7157, 20580, 3310]"
./Multi-class Weather Dataset/Cloudy/cloudy233.jpg,Nuageux,247,165,0.2059105383170843,"[116.74814614626005, 126.63179627838467, 146.56430584793657]","[214, 1530, 1030, 10924, 44318, 40170, 6823, 4177, 7433, 2019]"
./Multi-class Weather Dataset/Sunrise/sunrise32.jpg,Lever du soleil,900,675,0.1639785979064787,"[63.304518985801344, 37.28778925965964, 18.767137380360847]","[928, 4220, 547, 6828, 9765, 30327, 3937, 7383, 47798, 6905]"
./Multi-class Weather Dataset/Rain/rain115.jpg,Pluvieux,370,305,0.17787349661664373,"[203.5524017915845, 204.11706432461563, 207.22150411071917]","[4747, 8324, 5386, 11482, 11348, 21513, 9382, 10650, 22789, 13017]"
./Multi-class Weather Dataset/Rain/rain187.jpg,Pluvieux,280,160,0.1011957067446812,"[87.51360401494462, 100.18291831032215, 96.55442712284429]","[885, 4510, 3843, 15763, 38409, 28317, 8770, 6535, 7354, 4252]"
./Multi-class Weather Dataset/Shine/shine6.jpg,Ensoleillé,1024,768,0.24809127809973314,"[126.8091540152607, 155.57324836108583, 177.83123836402544]","[3713, 6440, 2416, 12014, 15607, 25503, 8020, 11863, 22428, 10634]"
./Multi-class Weather Dataset/Cloudy/cloudy213.jpg,Nuageux,205,154,0.16719735908384076,"[101.17093740517372, 135.3493566695536, 182.1828378396888]","[575, 2814, 1931, 13827, 24527, 27406, 5240, 8112, 30906, 3300]"
./Multi-class Weather Dataset/Sunrise/sunrise321.jpg,Lever du soleil,204,153,0.18388743267174965,"[87.45811938154301, 30.38249660996055, 6.845640401368027]","[152, 2332, 505, 5559, 17059, 31408, 2198, 4646, 51625, 3154]"
./Multi-class Weather Dataset/Rain/rain16.jpg,Pluvieux,480,388,0.14740896466237993,"[119.28015495404087, 122.54169471944066, 120.55550761560377]","[1649, 5487, 4784, 16560, 36631, 25075, 10117, 5994, 5542, 6799]"
./Multi-class Weather Dataset/Cloudy/cloudy95.jpg,Nuageux,1024,576,0.1456967791172078,"[155.40296871444014, 168.3537789325511, 180.98500401431244]","[3880, 6548, 5328, 13960, 15648, 19746, 9602, 9420, 22100, 12406]"
./Multi-class Weather Dataset/Cloudy/cloudy58.jpg,Nuageux,500,333,0.23709865648370712,"[88.99211328526695, 88.99211328526695, 88.99211328526695]","[1009, 3312, 2612, 14125, 35614, 31041, 9065, 6322, 10012, 5526]"
./Multi-class Weather Dataset/Rain/rain48.jpg,Pluvieux,852,480,0.05294208832826286,"[98.98715953415011, 96.5417950772518, 87.92836289542558]","[5998, 9334, 8570, 14999, 16019, 15318, 11531, 10147, 11362, 15360]"
./Multi-class Weather Dataset/Rain/rain72.jpg,Pluvieux,3000,2034,0.15852248622044424,"[143.958623343701, 154.32553887666683, 172.03823527242537]","[10583, 15212, 6831, 7627, 8847, 9163, 9311, 15128, 14870, 21066]"
./Multi-class Weather Dataset/Shine/shine136.jpg,Ensoleillé,608,458,0.18555131803626482,"[76.55741441401574, 104.7849738740433, 139.8156687781318]","[1388, 4711, 3019, 15778, 22728, 26018, 10498, 8209, 17908, 8381]"
./Multi-class Weather Dataset/Cloudy/cloudy216.jpg,Nuageux,203,153,0.15315456919849016,"[99.22937409915036, 121.22302007999123, 155.41811197719113]","[401, 2012, 1728, 12673, 32959, 28412, 5489, 5212, 27152, 2600]"
./Multi-class Weather Dataset/Rain/rain120.jpg,Pluvieux,268,188,0.3224043498030754,"[137.2881294489329, 134.38566449909598, 133.5815302511632]","[1242, 4260, 3464, 14193, 31029, 28737, 7768, 5791, 16741, 5413]"
./Multi-class Weather Dataset/Sunrise/sunrise70.jpg,Lever du soleil,600,524,0.19901402426130457,"[86.74530086402544, 66.05990343919107, 44.30173168588479]","[4411, 8627, 5349, 12998, 25053, 19121, 9205, 9773, 10998, 13103]"
./Multi-class Weather Dataset/Sunrise/sunrise279.jpg,Lever du soleil,255,165,0.1864303688946034,"[188.65640201837732, 104.32123165638329, 40.891547020927106]","[539, 3669, 1736, 11587, 28110, 37419, 6679, 7797, 16664, 4438]"
./Multi-class Weather Dataset/Sunrise/sunrise4.jpg,Lever du soleil,900,597,0.13202592463751553,"[92.61079383818844, 98.96880956275604, 109.11917213498205]","[5169, 9659, 4835, 11670, 12847, 15518, 11669, 11719, 17006, 18546]"
./Multi-class Weather Dataset/Cloudy/cloudy127.jpg,Nuageux,640,360,0.14465764305711226,"[125.56713779522582, 165.3591591385138, 225.31975022626602]","[1278, 3889, 3276, 14432, 29100, 29667, 9862, 5857, 15264, 6013]"
./Multi-class Weather Dataset/Sunrise/sunrise7.jpg,Lever du soleil,4368,2912,0.13647104286644998,"[181.7269216545289, 125.67192481672188, 104.86820796904239]","[3217, 8481, 3534, 11164, 32061, 23942, 6626, 9186, 9669, 10758]"
./Multi-class Weather Dataset/Cloudy/cloudy44.jpg,Nuageux,225,225,0.22418570690490128,"[91.24528762785744, 92.07328648915187, 93.3216220574879]","[576, 4154, 2169, 11475, 33179, 32475, 6633, 7445, 16767, 3765]"
./Multi-class Weather Dataset/Rain/rain80.jpg,Pluvieux,2354,1325,0.3067519451880513,"[144.63938998650306, 145.06947901652507, 139.9437413471021]","[7797, 9775, 7012, 12858, 17725, 14248, 8912, 10707, 11739, 17865]"
./Multi-class Weather Dataset/Cloudy/cloudy173.jpg,Nuageux,229,152,0.06426270443737218,"[160.47713817453092, 180.97490745218647, 183.0485599444318]","[106, 1389, 334, 10603, 18467, 47553, 6984, 8285, 22612, 2305]"
./Multi-class Weather Dataset/Sunrise/sunrise307.jpg,Lever du soleil,257,172,0.13230182901339851,"[104.8751256448187, 74.76943461280324, 43.31091827792318]","[242, 2446, 725, 10570, 24773, 40993, 6764, 7830, 20635, 3660]"
./Multi-class Weather Dataset/Cloudy/cloudy176.jpg,Nuageux,207,156,0.21132624052264073,"[96.8680642479644, 90.00449496314418, 103.80564080042862]","[55, 817, 244, 9738, 28345, 43278, 6120, 6695, 22225, 1121]"
./Multi-class Weather Dataset/Shine/shine37.jpg,Ensoleillé,225,225,0.16752059630829252,"[128.0461006512458, 170.38804394723866, 204.99636499266677]","[903, 5891, 3023, 12688, 38797, 28046, 7637, 7306, 8409, 5938]"
./Multi-class Weather Dataset/Sunrise/sunrise309.jpg,Lever du soleil,269,168,0.18112345519749748,"[79.59538664229632, 91.42916980778713, 65.96607728183635]","[635, 3276, 1968, 13194, 27289, 34596, 7977, 7821, 17706, 4176]"
./Multi-class Weather Dataset/Cloudy/cloudy292.jpg,Nuageux,254,170,0.18421808122048472,"[124.9254824813719, 124.9254824813719, 124.9254824813719]","[198, 1259, 879, 12705, 36726, 40132, 9111, 6441, 9412, 1775]"
./Multi-class Weather Dataset/Sunrise/sunrise68.jpg,Lever du soleil,268,188,0.14351567187534478,"[155.62754137718312, 68.76586088036717, 22.96146312732851]","[291, 3292, 827, 9155, 17042, 36332, 5451, 7636, 33576, 5036]"
./Multi-class Weather Dataset/Rain/rain12.jpg,Pluvieux,268,188,0.06715468845373979,"[76.6691202966166, 76.49426854169828, 78.18679947086937]","[3243, 7003, 7497, 20010, 28105, 20184, 10825, 7513, 5755, 8503]"
./Multi-class Weather Dataset/Cloudy/cloudy256.jpg,Nuageux,263,168,0.17172139936338507,"[77.88533250834472, 87.4203480993653, 107.0726653111777]","[233, 1629, 1138, 11794, 37551, 39479, 7500, 5911, 11366, 2037]"
./Multi-class Weather Dataset/Sunrise/sunrise149.jpg,Lever du soleil,269,188,0.2762129546240913,"[125.38499113374299, 117.26475839317925, 109.24601403665984]","[771, 2856, 1791, 12834, 18337, 38136, 6667, 8752, 24728, 3766]"
./Multi-class Weather Dataset/Shine/shine95.jpg,Ensoleillé,284,177,0.22867339744514345,"[131.71349553763338, 182.64524435678283, 221.87351033843498]","[366, 3070, 1381, 11171, 26322, 42843, 7823, 6808, 14302, 4552]"
./Multi-class Weather Dataset/Rain/rain192.jpg,Pluvieux,271,186,0.23254386924209514,"[123.32319531763642, 119.60832598429677, 105.0919291379027]","[4455, 8580, 7947, 17895, 27375, 18696, 9354, 8142, 6237, 9957]"
./Multi-class Weather Dataset/Cloudy/cloudy244.jpg,Nuageux,312,176,0.13563946252291192,"[99.64236624753451, 102.7811884946223, 125.51707742249532]","[231, 1350, 1087, 13779, 40144, 36023, 7987, 5567, 10491, 1979]"
./Multi-class Weather Dataset/Cloudy/cloudy228.jpg,Nuageux,285,171,0.18141940229822656,"[162.9230379389403, 166.28976345716592, 172.91192732830123]","[391, 2144, 1301, 11866, 37094, 39778, 8306, 6174, 8922, 2662]"
