Picture Path,Label,width,height,Luminance,RGB,LBP,HSV
./Multi-class Weather Dataset/Cloudy/cloudy190.jpg,Nuageux,256,153,0.20195797156289136,"[138.80915431159283, 137.88109397126132, 142.8909993662444]","[466, 2034, 1809, 14690, 42076, 31969, 7823, 5612, 9505, 2654]","[94.15557409936108, 26.448776951735532]"
./Multi-class Weather Dataset/Cloudy/cloudy191.jpg,Nuageux,239,168,0.14185596230378394,"[139.3888475999469, 137.29525350356758, 136.41303656527631]","[97, 1071, 427, 9159, 38744, 47275, 7882, 5282, 7208, 1493]","[46.71960923144355, 5.45206426271515]"
./Multi-class Weather Dataset/Cloudy/cloudy192.jpg,Nuageux,211,159,0.18077119484578372,"[182.5828538021123, 182.5828538021123, 182.5828538021123]","[276, 1823, 769, 12090, 24978, 39704, 7730, 8665, 20331, 2272]","[0.0, 0.0]"
./Multi-class Weather Dataset/Cloudy/cloudy193.jpg,Nuageux,284,160,0.16473332442406463,"[91.78483864781941, 90.77455447453599, 77.1922022968505]","[218, 1681, 808, 11416, 30846, 37375, 6436, 6685, 21098, 2075]","[30.298159105851415, 41.65446147102952]"
./Multi-class Weather Dataset/Cloudy/cloudy194.jpg,Nuageux,312,164,0.20921050551487266,"[139.32047360589567, 133.3642095597532, 112.93862211095939]","[578, 2763, 2101, 13920, 35868, 35542, 9345, 6266, 8866, 3389]","[31.629098602471384, 62.52938350275628]"
./Multi-class Weather Dataset/Cloudy/cloudy195.jpg,Nuageux,231,174,0.14618510336990728,"[124.94845421313154, 125.11661080476955, 126.35527024040569]","[61, 873, 207, 11452, 29165, 44044, 8310, 8048, 15207, 1271]","[51.07656905881758, 4.282986901330097]"
./Multi-class Weather Dataset/Cloudy/cloudy196.jpg,Nuageux,261,174,0.1894901210308968,"[148.5560828950252, 149.78961486307085, 154.86828827504678]","[116, 1025, 529, 12034, 32180, 42359, 8295, 7302, 13350, 1448]","[91.24230853520794, 12.288979922116017]"
./Multi-class Weather Dataset/Cloudy/cloudy197.jpg,Nuageux,266,175,0.23286389124708634,"[172.0702122409662, 173.57148113510215, 174.54146308650053]","[413, 1962, 1385, 12959, 30477, 39796, 8699, 7185, 12967, 2795]","[80.64622633557545, 16.768969470152904]"
./Multi-class Weather Dataset/Cloudy/cloudy198.jpg,Nuageux,226,151,0.19670020620663412,"[117.62260935708836, 119.18593536640874, 120.1930584003439]","[174, 1285, 1077, 11445, 47568, 36542, 6584, 4413, 7938, 1612]","[74.02416595020145, 14.84420674657361]"
./Multi-class Weather Dataset/Cloudy/cloudy199.jpg,Nuageux,254,170,0.12697551928262046,"[87.97724676378985, 87.97724676378985, 87.97724676378985]","[370, 2256, 1433, 11378, 30344, 36412, 6764, 6529, 20411, 2741]","[0.0, 0.0]"
./Multi-class Weather Dataset/Cloudy/cloudy2.jpg,Nuageux,400,300,0.1686604650906157,"[147.6927828773243, 157.87834950779893, 171.28245403032756]","[802, 3006, 2498, 15662, 33001, 31036, 10103, 6266, 10824, 5440]","[105.01068797518502, 38.786358502334835]"
./Multi-class Weather Dataset/Cloudy/cloudy20.jpg,Nuageux,299,168,0.16579678907600914,"[101.06041592912895, 110.70256499814562, 124.40923966182842]","[275, 1587, 1341, 11980, 35343, 34808, 6899, 5010, 19080, 2315]","[107.48349601308182, 59.06529105345673]"
./Multi-class Weather Dataset/Cloudy/cloudy200.jpg,Nuageux,283,177,0.132641970669887,"[85.06327714744643, 87.46377873236231, 88.19756831179723]","[159, 1601, 590, 11193, 26076, 40683, 7414, 7301, 21124, 2497]","[60.64990138067061, 42.79989548036885]"
./Multi-class Weather Dataset/Cloudy/cloudy201.jpg,Nuageux,230,173,0.09639223427609123,"[177.10904172514287, 180.69893190050826, 187.72134389381986]","[64, 1023, 180, 11029, 19939, 46118, 7227, 8782, 22681, 1595]","[109.90463426558101, 14.580893137106155]"
./Multi-class Weather Dataset/Cloudy/cloudy202.jpg,Nuageux,290,174,0.20184933251620843,"[138.73606646373844, 137.72520401478658, 142.9080182137574]","[461, 2024, 1891, 14830, 41603, 32463, 8066, 5391, 9113, 2796]","[94.01636069387548, 25.968146799507746]"
./Multi-class Weather Dataset/Cloudy/cloudy203.jpg,Nuageux,245,153,0.13285543188423873,"[85.42543414631062, 87.29452106934541, 88.32168310190454]","[151, 1544, 543, 11092, 27054, 40359, 7062, 7227, 21358, 2248]","[60.16614406851093, 42.777668200745126]"
./Multi-class Weather Dataset/Cloudy/cloudy204.jpg,Nuageux,283,177,0.19595904449360674,"[94.81557414940828, 107.03596737686281, 118.61287563717991]","[198, 1580, 865, 11853, 26315, 36111, 6390, 7248, 25854, 2224]","[103.34225964699337, 65.98786223638295]"
./Multi-class Weather Dataset/Cloudy/cloudy205.jpg,Nuageux,300,168,0.15040135767487375,"[163.1739514979391, 176.5425175020335, 179.18713491882872]","[234, 1554, 890, 13338, 27321, 37379, 8313, 7974, 19461, 2174]","[93.09196041740421, 23.362076231898715]"
./Multi-class Weather Dataset/Cloudy/cloudy206.jpg,Nuageux,255,192,0.08580725035467245,"[126.69183316580691, 133.27817384211846, 136.41214714088235]","[76, 1173, 207, 11767, 12418, 35016, 6435, 9522, 40276, 1748]","[96.52138437937255, 20.26136650988722]"
./Multi-class Weather Dataset/Cloudy/cloudy207.jpg,Nuageux,300,134,0.11853885503038342,"[95.89814999199245, 98.39196626502469, 100.46965243008142]","[160, 1408, 716, 12829, 26632, 37387, 7284, 7677, 22623, 1922]","[82.09445540214772, 18.60693875486775]"
./Multi-class Weather Dataset/Cloudy/cloudy208.jpg,Nuageux,269,168,0.19613978349283914,"[95.04020107385492, 107.10858129088066, 119.20678565652447]","[264, 1810, 1154, 11896, 26568, 35818, 6740, 7218, 24936, 2234]","[104.24833527200391, 66.43290514000573]"
./Multi-class Weather Dataset/Cloudy/cloudy209.jpg,Nuageux,260,174,0.2473211897507935,"[124.32160085327845, 144.24193196293558, 167.52830880493602]","[459, 2121, 1869, 14528, 39259, 32580, 8050, 5468, 11435, 2869]","[106.08659957180667, 88.08144945127194]"
./Multi-class Weather Dataset/Cloudy/cloudy21.jpg,Nuageux,852,480,0.18945527788823469,"[160.55531025841213, 162.4318524366139, 166.95422877129377]","[685, 2219, 1828, 13497, 29298, 38943, 9138, 4532, 14985, 3513]","[84.48314199497632, 15.570753047084407]"
./Multi-class Weather Dataset/Cloudy/cloudy210.jpg,Nuageux,275,172,0.23942564916518974,"[95.89771296796768, 103.41628212635285, 113.43775533950968]","[167, 1328, 475, 10215, 23658, 38966, 5487, 6894, 29498, 1950]","[106.10399703299112, 53.82532578094708]"
./Multi-class Weather Dataset/Cloudy/cloudy211.jpg,Nuageux,375,166,0.1461049958379108,"[119.10784345682876, 119.10784345682876, 119.10784345682876]","[75, 961, 550, 12578, 30778, 37602, 8221, 6541, 19996, 1336]","[0.0, 0.0]"
./Multi-class Weather Dataset/Cloudy/cloudy212.jpg,Nuageux,223,168,0.062083527613934784,"[152.99253025748496, 152.44106576439464, 151.78232311738228]","[72, 838, 154, 10956, 7919, 37757, 4343, 9789, 45536, 1274]","[28.543485223958598, 2.8527284681130833]"
./Multi-class Weather Dataset/Cloudy/cloudy213.jpg,Nuageux,205,154,0.16719735908384076,"[101.17093740517372, 135.3493566695536, 182.1828378396888]","[575, 2814, 1931, 13827, 24527, 27406, 5240, 8112, 30906, 3300]","[107.08080884708103, 117.46442960940003]"
./Multi-class Weather Dataset/Cloudy/cloudy214.jpg,Nuageux,201,151,0.16451992187914263,"[132.16631353755753, 151.07042082585258, 153.7896721539473]","[295, 2322, 1128, 11464, 32439, 39780, 7156, 7102, 13935, 3017]","[81.6859690824188, 56.627926971122235]"
./Multi-class Weather Dataset/Cloudy/cloudy215.jpg,Nuageux,300,300,0.16022007432177887,"[140.18339981709065, 181.01465681711383, 216.76830354602868]","[397, 2661, 1492, 9847, 24499, 30715, 6276, 5175, 33704, 3872]","[102.50386891215294, 93.75626696336755]"
./Multi-class Weather Dataset/Cloudy/cloudy216.jpg,Nuageux,203,153,0.15315456919849016,"[99.22937409915036, 121.22302007999123, 155.41811197719113]","[401, 2012, 1728, 12673, 32959, 28412, 5489, 5212, 27152, 2600]","[109.00941519580573, 99.47603634585883]"
./Multi-class Weather Dataset/Cloudy/cloudy217.jpg,Nuageux,233,175,0.19388496374320288,"[124.65868400617846, 122.04102757706215, 120.5767078410269]","[204, 1940, 1146, 10751, 37802, 39031, 7140, 6103, 12013, 2508]","[69.65350899374567, 32.59997639879297]"
./Multi-class Weather Dataset/Cloudy/cloudy218.jpg,Nuageux,250,152,0.19923135170184664,"[98.02920817291889, 98.02920817291889, 98.02920817291889]","[177, 1318, 999, 12562, 43158, 37128, 7662, 5139, 8806, 1689]","[0.0, 0.0]"
./Multi-class Weather Dataset/Cloudy/cloudy219.jpg,Nuageux,201,151,0.24081683374311702,"[110.88658223967026, 113.13049251583598, 131.70201810075608]","[759, 2835, 2814, 15557, 44547, 28883, 7018, 5014, 8040, 3171]","[116.84009339334783, 54.78511100996308]"
./Multi-class Weather Dataset/Cloudy/cloudy22.jpg,Nuageux,720,476,0.29900593603231174,"[123.17351516535595, 128.42530922585934, 134.23585725326203]","[1423, 3853, 1809, 12718, 34634, 28469, 6966, 7220, 13456, 8090]","[79.74104418483117, 47.266390195384275]"
./Multi-class Weather Dataset/Cloudy/cloudy220.jpg,Nuageux,272,153,0.15697430440773186,"[165.404339579751, 170.841572156476, 166.3818888986349]","[112, 1076, 534, 10837, 32327, 41544, 7638, 6371, 16581, 1618]","[68.57860044842293, 14.413931455351573]"
./Multi-class Weather Dataset/Cloudy/cloudy221.jpg,Nuageux,332,175,0.16161706467044015,"[119.48286663658567, 119.48286663658567, 119.48286663658567]","[357, 1820, 1471, 13351, 40574, 34798, 7568, 5642, 11013, 2044]","[0.0, 0.0]"
./Multi-class Weather Dataset/Cloudy/cloudy222.jpg,Nuageux,265,166,0.18047578933896563,"[126.72485740498406, 136.35037509719695, 139.6495831199742]","[677, 2838, 2796, 14666, 49819, 29581, 7132, 3944, 3927, 3258]","[74.05510038941992, 42.041411689340684]"
./Multi-class Weather Dataset/Cloudy/cloudy223.jpg,Nuageux,256,160,0.21788803812860674,"[128.7962534927679, 128.81695821796137, 132.16045920020355]","[706, 2823, 2621, 15645, 41214, 29860, 7804, 5411, 9065, 3489]","[77.58182032738246, 31.49721000016858]"
./Multi-class Weather Dataset/Cloudy/cloudy224.jpg,Nuageux,241,151,0.2190572420777727,"[128.0241208418677, 131.76789144682775, 144.03351832359783]","[192, 1397, 840, 12478, 35729, 38748, 8360, 6466, 12412, 2016]","[110.21352349163, 42.35540046190934]"
./Multi-class Weather Dataset/Cloudy/cloudy225.jpg,Nuageux,208,167,0.21221339708184603,"[100.97230173800763, 153.09664453921803, 235.11017154073738]","[390, 2715, 1599, 13627, 33622, 33804, 8370, 6952, 13966, 3593]","[107.12301286265783, 148.3319594059239]"
./Multi-class Weather Dataset/Cloudy/cloudy226.jpg,Nuageux,231,174,0.10538221405025665,"[145.1414207505184, 150.13575520965037, 152.5196157046541]","[70, 1178, 333, 12499, 24037, 40824, 8029, 8932, 21124, 1612]","[93.1209983310575, 13.908983630877122]"
./Multi-class Weather Dataset/Cloudy/cloudy227.jpg,Nuageux,236,177,0.11666448561639148,"[146.16662926296803, 148.7938218572464, 146.85143514304016]","[92, 1343, 316, 11337, 18946, 40859, 6168, 8865, 28548, 2164]","[57.52983866889193, 8.4695375849222]"
./Multi-class Weather Dataset/Cloudy/cloudy228.jpg,Nuageux,285,171,0.18141940229822656,"[162.9230379389403, 166.28976345716592, 172.91192732830123]","[391, 2144, 1301, 11866, 37094, 39778, 8306, 6174, 8922, 2662]","[104.31614659721168, 19.36812825570222]"
./Multi-class Weather Dataset/Cloudy/cloudy229.jpg,Nuageux,237,178,0.0863461048006772,"[126.29406939334362, 133.0842566383663, 135.92979536489153]","[55, 1098, 174, 11617, 12405, 35513, 6029, 9792, 40266, 1689]","[96.19376590974224, 20.286097203256965]"
./Multi-class Weather Dataset/Cloudy/cloudy23.jpg,Nuageux,259,194,0.08448230298379007,"[132.23113645211694, 155.2867900277525, 182.26881300679378]","[154, 1623, 780, 12108, 32400, 40703, 9038, 6993, 12595, 2244]","[106.13099512803655, 70.56926111363981]"
./Multi-class Weather Dataset/Cloudy/cloudy230.jpg,Nuageux,282,159,0.08029811287330753,"[187.14330868245207, 185.55064144709115, 181.9825659253359]","[155, 1670, 657, 12700, 29071, 39999, 9822, 7639, 14555, 2370]","[38.40515686373674, 8.414192754429441]"
./Multi-class Weather Dataset/Cloudy/cloudy231.jpg,Nuageux,268,179,0.08781703585815744,"[102.16905991071579, 104.60553901363812, 103.62618012620324]","[164, 1231, 428, 11860, 15388, 37908, 6776, 9518, 33709, 1656]","[60.87600937305079, 8.990964109307304]"
./Multi-class Weather Dataset/Cloudy/cloudy232.jpg,Nuageux,305,172,0.19468348885636844,"[136.5595177135488, 141.55635822049007, 152.38818585739813]","[177, 1241, 555, 12611, 28005, 39235, 7926, 7726, 19268, 1894]","[108.7527352113151, 30.072320841551612]"
./Multi-class Weather Dataset/Cloudy/cloudy233.jpg,Nuageux,247,165,0.2059105383170843,"[116.74814614626005, 126.63179627838467, 146.56430584793657]","[214, 1530, 1030, 10924, 44318, 40170, 6823, 4177, 7433, 2019]","[110.62680591378816, 58.338053574739966]"
./Multi-class Weather Dataset/Cloudy/cloudy234.jpg,Nuageux,260,174,0.2110067833844494,"[151.83501096823952, 152.66311265677945, 159.843056780395]","[598, 2786, 1943, 13148, 34223, 36997, 8707, 6833, 10026, 3377]","[97.33840759284546, 30.731932433115865]"
./Multi-class Weather Dataset/Cloudy/cloudy235.jpg,Nuageux,268,178,0.08848707791258921,"[139.14435167273555, 139.07037351149083, 139.41822596627978]","[67, 1001, 194, 12578, 13112, 39860, 5759, 10789, 33740, 1538]","[69.86500109577032, 4.6703248537568065]"
./Multi-class Weather Dataset/Cloudy/cloudy236.jpg,Nuageux,241,181,0.19304689344568385,"[125.68390312073282, 126.79741531223132, 128.22827220462668]","[155, 1518, 735, 12384, 27132, 38346, 7196, 7834, 21194, 2144]","[83.94221918778132, 11.56778603820024]"
./Multi-class Weather Dataset/Cloudy/cloudy237.jpg,Nuageux,247,252,0.1300181180241639,"[169.11214833938115, 181.8010306299415, 175.78104138218782]","[140, 1927, 481, 8224, 18936, 47633, 5223, 6223, 26799, 3052]","[75.90246801193547, 25.688927662300443]"
./Multi-class Weather Dataset/Cloudy/cloudy238.jpg,Nuageux,247,165,0.22155812425737256,"[101.31662484432685, 101.4379313607887, 102.9747744319906]","[337, 2253, 1419, 13348, 34656, 35817, 8139, 6616, 13070, 2983]","[84.3500311873093, 23.016621992953354]"
./Multi-class Weather Dataset/Cloudy/cloudy239.jpg,Nuageux,297,167,0.2226188832591812,"[119.2108756324386, 122.025606519412, 122.14418875592138]","[237, 1484, 730, 13006, 28781, 37624, 8278, 8080, 18397, 2021]","[57.36178964581332, 14.611869721337177]"
./Multi-class Weather Dataset/Cloudy/cloudy24.jpg,Nuageux,284,177,0.205021378860201,"[121.28846677366232, 150.17471195200946, 181.13159918459937]","[435, 1865, 1672, 11821, 27551, 28554, 6720, 5081, 32369, 2570]","[104.96272695089263, 94.41739577538394]"
./Multi-class Weather Dataset/Cloudy/cloudy240.jpg,Nuageux,300,138,0.09387788470525336,"[108.03152604983227, 108.03152604983227, 108.03152604983227]","[255, 1697, 1105, 13024, 31898, 35377, 7565, 6406, 19007, 2304]","[0.0, 0.0]"
./Multi-class Weather Dataset/Cloudy/cloudy241.jpg,Nuageux,300,157,0.18714196870713595,"[129.13778070553911, 134.9996581644372, 133.01970677739214]","[668, 2977, 2274, 13249, 29211, 35528, 7638, 6909, 16232, 3952]","[76.61993627674102, 22.004560090358908]"
./Multi-class Weather Dataset/Cloudy/cloudy242.jpg,Nuageux,231,174,0.176896020604755,"[158.7157068008353, 160.29062015332354, 163.1824804960784]","[55, 987, 234, 11092, 22359, 39039, 6643, 8177, 28724, 1328]","[81.18219288929347, 12.972521451811392]"
./Multi-class Weather Dataset/Cloudy/cloudy243.jpg,Nuageux,238,179,0.1015597694153891,"[138.21634510022085, 141.2877894572144, 149.6869521806883]","[50, 975, 108, 12429, 10714, 40564, 5890, 10927, 35505, 1476]","[114.30963940727254, 21.88793641160505]"
./Multi-class Weather Dataset/Cloudy/cloudy244.jpg,Nuageux,312,176,0.13563946252291192,"[99.64236624753451, 102.7811884946223, 125.51707742249532]","[231, 1350, 1087, 13779, 40144, 36023, 7987, 5567, 10491, 1979]","[117.18574992835347, 57.98352130008935]"
./Multi-class Weather Dataset/Cloudy/cloudy245.jpg,Nuageux,258,166,0.2248434524117565,"[145.99803828136854, 145.99803828136854, 145.99803828136854]","[389, 1850, 1186, 12942, 26878, 35662, 7263, 8188, 21824, 2456]","[0.0, 0.0]"
./Multi-class Weather Dataset/Cloudy/cloudy246.jpg,Nuageux,223,168,0.12163796191636958,"[107.6279996712689, 122.40693314431296, 150.30949828733205]","[206, 1586, 832, 11335, 33482, 40719, 7214, 6855, 14293, 2116]","[109.22664744854094, 76.08784706417842]"
./Multi-class Weather Dataset/Cloudy/cloudy247.jpg,Nuageux,301,181,0.09728818484467254,"[145.08651449156258, 151.8290952901368, 142.68555961728114]","[84, 1152, 219, 13307, 11669, 34574, 5920, 11155, 38942, 1616]","[55.20189989716617, 18.04945295773698]"
./Multi-class Weather Dataset/Cloudy/cloudy248.jpg,Nuageux,267,178,0.19778032211107902,"[116.81257559761627, 128.93120208638885, 133.85695613968542]","[328, 2358, 1614, 11152, 51371, 34735, 6608, 4056, 4174, 2242]","[97.17626730052766, 45.24404490972538]"
./Multi-class Weather Dataset/Cloudy/cloudy249.jpg,Nuageux,284,160,0.17425454011028169,"[178.1652174050473, 178.15771717324972, 187.2733627255285]","[69, 884, 268, 10831, 19613, 42916, 7866, 8036, 26814, 1341]","[118.04565147760414, 13.059407609703468]"
./Multi-class Weather Dataset/Cloudy/cloudy25.jpg,Nuageux,300,168,0.13827432749276947,"[114.6659080564406, 133.8565462794383, 155.81635551135597]","[372, 2012, 1478, 13818, 30512, 36608, 8353, 7206, 15549, 2730]","[105.03677573795918, 70.66488814713666]"
./Multi-class Weather Dataset/Cloudy/cloudy250.jpg,Nuageux,241,160,0.15729812752030595,"[148.9185422514287, 149.78381294357627, 159.03156440837884]","[670, 2713, 2761, 14843, 47567, 29865, 7387, 4240, 5596, 2996]","[119.24428935079823, 19.177413644869265]"
./Multi-class Weather Dataset/Cloudy/cloudy251.jpg,Nuageux,205,154,0.1750338939011896,"[126.85633157035478, 132.89331223843752, 117.55090936425302]","[244, 1557, 928, 11683, 28228, 42366, 7235, 7349, 16866, 2182]","[43.38155565670358, 34.206004821389435]"
./Multi-class Weather Dataset/Cloudy/cloudy252.jpg,Nuageux,236,177,0.1512137612746931,"[96.8038962273892, 106.89279227434507, 142.54258694252684]","[247, 2030, 1371, 12498, 40111, 35587, 8126, 6307, 10005, 2356]","[115.20559180026636, 90.08968458672601]"
./Multi-class Weather Dataset/Cloudy/cloudy253.jpg,Nuageux,258,171,0.16347387074155442,"[170.87600983401188, 169.99674159786494, 171.3761253706127]","[474, 2008, 1786, 13683, 43151, 34062, 7753, 5262, 7816, 2643]","[67.66736627387515, 16.64110993105076]"
./Multi-class Weather Dataset/Cloudy/cloudy254.jpg,Nuageux,300,300,0.14725795529359176,"[111.45287858337969, 119.42183068188523, 143.05438879722348]","[645, 3071, 2433, 13532, 40034, 32107, 8037, 5015, 10152, 3612]","[115.13604410054114, 61.85545103592441]"
./Multi-class Weather Dataset/Cloudy/cloudy255.jpg,Nuageux,270,180,0.11355856524377893,"[108.3675304550397, 119.96717901173106, 136.6831999575389]","[230, 1473, 631, 13189, 16839, 39699, 7475, 10113, 26917, 2072]","[102.73822889799222, 60.69293986749608]"
./Multi-class Weather Dataset/Cloudy/cloudy256.jpg,Nuageux,263,168,0.17172139936338507,"[77.88533250834472, 87.4203480993653, 107.0726653111777]","[233, 1629, 1138, 11794, 37551, 39479, 7500, 5911, 11366, 2037]","[110.01643655489809, 84.01978286889529]"
./Multi-class Weather Dataset/Cloudy/cloudy257.jpg,Nuageux,225,300,0.1292144347284294,"[161.1245281734141, 169.86092014152294, 177.45244432512138]","[9, 744, 77, 7911, 10510, 56053, 5746, 6193, 29803, 1592]","[101.57589473861663, 25.682631197424097]"
./Multi-class Weather Dataset/Cloudy/cloudy258.jpg,Nuageux,258,169,0.15715807626341544,"[94.89988251419233, 105.9928085791968, 111.98503641329086]","[86, 1143, 296, 9139, 18524, 50925, 6327, 7035, 23086, 2077]","[97.7636254825604, 46.943677405215865]"
